phone_number,website,url,hosts,rooms,address,email_address,property_name
 877-689-2468,http://www3.ns.sympatico.ca/dmccleary/index.html,http://theinnkeeper.com/listing/gold-river-estate-bed-and-breakfast/, Don and Margo McCleary,3,"183 Windsor Road, New Ross, NS B0J 2M0",dmccleary@ns.sympatico.ca,Gold River Estate Bed and Breakfast
512-321-3315,http://www.pecanstreetinn.com,http://theinnkeeper.com/listing/pecan-street-inn/, Bill and Shawn Pletsch,4,"1010 Pecan Street, Bastrop, TX 78602",innkeeper@pecanstreetinn.com,Pecan Street Inn
905-468-1236,http://www3.sympatico.ca/cottonwood/,http://theinnkeeper.com/listing/cottonwood-inn/, Jim and Mary Jane St.Onge,3,"377 Johnson Street, Niagara-on-the-Lake, ON L0S 1J0",cottonwood@sympatico.ca,Cottonwood Inn
502-297-8007,http://www.tuckerhouse1840.com,http://theinnkeeper.com/listing/1840-tucker-house-bed-breakfast/, Devona & Steve Porter,4,"2406 Tucker Station Road, Louisville, KY 40299",tuckerhouse1840@aol.com,1840 Tucker House Bed & Breakfast
860-399-8846,http://www.angelswatchinn.com,http://theinnkeeper.com/listing/angels-watch-inn-bed-and-breakfast/, Bill Millspaugh,5,"902 Boston Post Road, Westbrook, CT 06498",info@angelswatchinn.com,Angels' Watch Inn Bed and Breakfast
(502) 635-5000,http://www.thecolumbine.com,http://theinnkeeper.com/listing/columbine-bed-and-breakfast/, Rich May & Bob Goldstein,6,"1707 South Third Street, Louisville, KY 40208",info@thecolumbine.com,Columbine Bed and Breakfast
757.229.8580,http://www.awilliamsburgwhitehouse.com,http://theinnkeeper.com/listing/a-williamsburg-white-house/, Deborah and John Keane,6,"718 Jamestown Rd, Williamsburg, VA 23185",info@awilliamsburgwhitehouse.com,A Williamsburg White House
802-875-2794,http://www.quailhollowinn.com,http://theinnkeeper.com/listing/quail-hollow-inn/, Peter Stearns & Bob Elkinson,6,"225 Pleasant Street, Chester, VT 05143",quailinn@vermontel.net,Quail Hollow Inn
 (250) 423-4236,http://www.birchmeadowslodge.com,http://theinnkeeper.com/listing/birch-meadows-lodge-bb/, Marcel and Sonya,4,"4485 Highway #3 South, Fernie, BC V0B 1M1",stay@birchmeadowslodge.com,Birch Meadows Lodge B&B
(902)542-2291,http://www.blomidon.ns.ca,http://theinnkeeper.com/listing/blomidon-inn-2/, Jim & Donna Laceby,28,"127 Main Street, Wolfville, NS B0P 1X0",innkeepr@blomidon.ns.ca,Blomidon Inn
802-484-0011,http://www.pondhouseinn.com/,http://theinnkeeper.com/listing/the-pond-house/, David Raymond & Gretel Schuck,3,"Shattuck Hill Road, Brownsville, VT 05037",pondhouseinn@yahoo.com,The Pond House
(514) 931-9167,http://www.bonsmatins.com,http://theinnkeeper.com/listing/les-bons-matins-montreal-bb/, Harold,21,"1401, avenue Argyle, MontrÃ©al, QC H3G 1V5",info@bonsmatins.com,Les Bons Matins Montreal B&B
(361)547-2546,http://www.knolle.com,http://theinnkeeper.com/listing/knolle-farm-ranch-bed-and-breakfast/, Beth Knolle Naiser and Stephen Naiser,5,"13016 FM 70, Sandia, TX 78383", knollefarm@gmail.com,Knolle Farm & Ranch Bed and Breakfast
865-397-1313,http://www.MountainHarborInn.com,http://theinnkeeper.com/listing/mountain-harbor-inn-resort-on-the-lake/, Billy R. Inmon,15,"1199 Highway 139, dandridge, TN 37725",e-mail@mountainharborinn.com,Mountain Harbor Inn Resort on the Lake
252-792-8787,http://www.bigmill.com,http://theinnkeeper.com/listing/big-mill-bb/, Chloe G. Tuttle,5,"1607 Big Mill Road, Williamston, NC 27892",info@bigmill.com,Big Mill B&B
225-769-7358,http://www.thestockade.com,http://theinnkeeper.com/listing/stockade-bed-breakfast/, Janice DeLerno,5,"8860 Highland Road, Baton Rouge, LA 70808",stay@thestockade.com,Stockade Bed & Breakfast
(902) 661-4800,http://www.ascinn.ns.ca/,http://theinnkeeper.com/listing/amherst-shore-country-inn/, Rob & Mary Laceby,8,"Hwy #366, at Lorneville, Amherst, NS B4H 3X9",innkeeper@ascinn.ns.ca,Amherst Shore Country Inn
250-537-4854,http://www.cranberryridge.com,http://theinnkeeper.com/listing/cranberry-ridge-bed-and-breakfast/, Rodger and Gloria Callison Lutz,3,"269 Don Ore Drive, Salt Spring Island, BC V8K 2H5",info@cranberryridge.com,Cranberry Ridge Bed and Breakfast
902-825-6989,http://www.fairfieldfarminn.com,http://theinnkeeper.com/listing/century-farm-inn/, Richard and Shae Griffith,4,"10 Main Street, Middleton, NS B0S 1P0",shae.griffith@ns.sympatico.ca,Century Farm Inn
828-321-1017,http://www.coverhousebandb.com/,http://theinnkeeper.com/listing/cozad-cover-house/, Gayle Lay,3,"1194 Main Street, Andrews, NC 28901",cozadcover@msn.com,Cozad-Cover House
(250) 743-9378,http://www.prancinghorse.com,http://theinnkeeper.com/listing/prancing-horse-retreat/, Elaine Dillabaugh,6,"573 Ebadora Lane, Malahat, BC V0R 2L0",stay@prancinghorse.com,Prancing Horse Retreat
 (514) 523-4494,http://www.augitann.com,http://theinnkeeper.com/listing/au-gitann-bb/, Anne Messier,3,"1806 Saint-Christophe, MontrÃ©al, QC H2L 3W8",augite@videotron.ca,Au Gitann BB
802-672-3412,http://www.vermontinns.net/,http://theinnkeeper.com/listing/october-country-inn/, Chuck and Edie Janisse,10,"362 Upper Road, Bridgewater Corners, VT 05035",innkeeper@octobercountryinn.com,October Country Inn
978 546 2701,http://www.innoncovehill.com/index.htm,http://theinnkeeper.com/listing/inn-on-cove-hillcaleb-norwood-jr-house/, Betsy Eck,,"37 Mt. Pleasant Street, Rockport, MA 01966",BetsyEck@comcast.net,"Inn on Cove Hill~Caleb Norwood, Jr. House"
207.967.3556,http://www.fontenayterrace.com/,http://theinnkeeper.com/listing/fontenay-terrace-motel/, David and Paula Reid,,"128 Ocean Avenue, Kennebunkport, ME 04046",info@fontenaymotel.com,Fontenay Terrace Motel
780-865-2470,http://www.mountainvistabb.com,http://theinnkeeper.com/listing/mountain-vista-bed-breakfast-2/, Livi & Trent Waller,2,"1217 Mountainview Estates, Hinton, AB T7V 1X3",mtn.vista@moradnet.ca,Mountain Vista Bed & Breakfast
508-487-0302,http://www.theblackpearlinn.com,http://theinnkeeper.com/listing/black-pearl-inn/, Guy Plourde & Luis Vargas,7,"11 Pearl Street, Provincetown, MA 02657",reservations@theblackpearlinn.com,Black Pearl Inn
(707) 257-3717,http://www.candlelightinn.com,http://theinnkeeper.com/listing/candlelight-inn-2/, Sam Neft,10,"1045 Easum Drive, Napa, CA 94558",mail@candlelightinn.com,Candlelight Inn
315-781-0201,http://www.belhurst.com,http://theinnkeeper.com/listing/belhurst/, Duane Reeder,47,"Route 14 South, Geneva, NY 14456",info@belhurst.com,Belhurst
910-575-1000,http://www.thesunsetinn.net,http://theinnkeeper.com/listing/the-sunset-inn/, Andrea Price,14,"9 North Shore Drive, Sunset Beach, NC 28468",info@thesunsetinn.net,The Sunset Inn
808.965.7441,http://www.lavatreetropicinn.com,http://theinnkeeper.com/listing/lava-tree-tropic-inn/, Irene Grunfeld,5,"14 3555 Puna Road, Pahoa, HI 96778",information@lavatreetropicinn.com,Lava Tree Tropic Inn
865.448.3070,http://www.gracehillbandb.com,http://theinnkeeper.com/listing/gracehill/, Kathleen A. Janke,4,"1169 little Round Top Way, Gatlinburg, TN 37738",email@gracehillbandb.com,Gracehill
607.732.0213,http://www.rufustanner.com,http://theinnkeeper.com/listing/rufus-tanner-house-bed-and-breakfast/, Donna and Rick Powell,4,"60 Sagetown Road, Pine City, NY 14871",rthouse@stny.rr.com,Rufus Tanner House Bed and Breakfast
419.424.5810,http://www.lambsear.com/,http://theinnkeeper.com/listing/the-lambs-ear-bed-and-breakfast/, Lorena and Jim Oman,4,"17429 Co. Rd. 7, Findlay, OH 45839",lambsear@turbosurf.net,The Lamb's Ear Bed and Breakfast
808 / 328-2540,http://www.horizonguesthouse.com,http://theinnkeeper.com/listing/horizon-guest-house/, Clemens Classen,4,"HWY 11, Honaunau, HI 96726",contact@horizonguesthouse.com,Horizon Guest House
253.752.1977,http://www.greencapecod.com,http://theinnkeeper.com/listing/green-cape-cod-bed-breakfast/, Mary Beth King,3,"2711 North Warner, Tacoma, WA 98407",innkeeper@greencapecod.com,Green Cape Cod Bed & Breakfast
419.746.2333,http://www.watersedgeretreat.com,http://theinnkeeper.com/listing/a-waters-edge-retreat/," Tereza, Elizabeth & Timothy",6,"827 E. Lakeshore Drive, Kelleys Island, OH 43438",info@WatersEdgeRetreat.com,A Water's Edge Retreat
202-293-3039,http://users.erols.com/aikoichimura/B&B/index.html,http://theinnkeeper.com/listing/aikos-bed-breakfast/, Aiko Ichimura,2,"1411 Hopkins Street, NW, Washington, DC 20036",aikoichimura@erols.com,Aiko's Bed & Breakfast
802-229-0466,http://www.betsysbnb.com/,http://theinnkeeper.com/listing/betsys-bed-breakfast/, Jon and Betsy Anderson,12,"74 East State Street, Montpelier, VT 05602",BetsysBnB@comcast.net,Betsy's Bed & Breakfast
(512) 454-4426,http://www.stricklandarmstexas.com/,http://theinnkeeper.com/listing/strickland-arms-bb/, Barbara and James Strickland,4,"604 East 47th Street, Austin, TX 78751",arms@prismnet.com,Strickland Arms B&B
765-855-2936,http://www.lantzhouseinn.com,http://theinnkeeper.com/listing/historic-lantz-house-inn/, Marcia Hoyt,5,"214 Old National Rd, Centerville, MA 47330",innkeeper@lantzhouseinn.com,Historic Lantz House Inn
 800-644-2422,http://www.carpenterinn.com/,http://theinnkeeper.com/listing/carpenter-inn-and-conference-center/, Bruce and Pnina Sabel,5,"39655 Carpenter - Dyesville Road, Carpenter, OH 45769",info@carpenter-inn.com,Carpenter Inn and Conference Center
802.457.4158,http://www.applebutterinn.com/,http://theinnkeeper.com/listing/applebutter-inn/, Michael Pacht and Barbara Barry,6,"P.O. Box 395, Woodstock, VT 05091",aplbtrn@comcast.net,Applebutter Inn
509.493.2335,http://www.innofthewhitesalmon.com/,http://theinnkeeper.com/listing/inn-of-the-white-salmon/, David and Denise,16,"172 W. Jewett Blvd., White Salmon, WA 98672",innkeeper@innofthewhitesalmon.com,Inn of the White Salmon
817-861-2129,http://www.thesanfordhouse.com,http://theinnkeeper.com/listing/the-sanford-house-inn-and-spa/," McBerg, Inc.",12,"506 N. Center, Arlington, VT 76011",joanb@womenshealthservices.com,The Sanford House Inn and Spa
 (800) 220-1415,http://www.oldmission.com/inn/,http://theinnkeeper.com/listing/neahtawanta-inn/, Bob and Sally,4,"1308 Neahtawanta Road, Traverse City, MI 49686",inn@oldmission.com,Neahtawanta Inn
609.884.4506,http://www.abbeybedandbreakfast.com/,http://theinnkeeper.com/listing/abbey-bed-breakfast/, Jay & Marianne Schatz,7,"34 Guerney Street, Cape May, NJ 08204",theabbey@verizon.net,Abbey Bed & Breakfast
574-256-0365,http://www.beigermansion.com/,http://theinnkeeper.com/listing/beiger-mansion-inn/, Ron and Dennis,7,"317 Lincoln Way East, Mishawaka, IN 46544",Ron@BeigerMansion.com,Beiger Mansion Inn
406-333-4063,http://www.paradisegateway.com,http://theinnkeeper.com/listing/paradise-gateway-bb-log-guest-cabins/, Carol & Pete Reed,7,"2644 Highway 89 South, Emigrant, MT 59027",stay@paradisegateway.com,Paradise Gateway B&B & Log Guest Cabins
802.453.2432,http://www.marysatbc.com,http://theinnkeeper.com/listing/marys-at-baldwin-creek/, Doug Mack and Linda Harmon,5,"1868 North Route 116, Bristol, KY 05443",info@innatbaldwincreek.com,Inn at Baldwin Creek
 (808) 967-7216,http://www.myislandinnhawaii.com/,http://theinnkeeper.com/listing/my-island-bb/, Kii Morse,5,"PO Box 100, Volcano, HI 96785",myislandinn@hawaiiantel.net,My Island B&B
802-483-6213,http://www.foxcreekinn.com/,http://theinnkeeper.com/listing/fox-creek-inn/, Bob and Susan Smart,9,"49 Dam Road, Chittenden, VT 05737",innkeeper@foxcreekinn.com,Fox Creek Inn
360-758-2620,http://www.willows-inn.com,http://theinnkeeper.com/listing/the-willows-inn/, Innkeeper,8,"2579 West Shore Dr, Lummi Island, WA 98262",innkeeper@willows-inn.com,The Willows Inn
802-253-7603,http://www.timberholm.com,http://theinnkeeper.com/listing/timberholm-inn/, Tom & Susan Barnes,10,"452 Cottage Club Road, Stowe, VT 05672",info@timberholm.com,Timberholm Inn
(907) 745-5865,http://www.tundrarosebnb.com,http://theinnkeeper.com/listing/tundra-rose-guest-cottages/, Glenn,3,"Milepost 109.5 Glenn Highway, Sutton, QC 99674",info@tundrarosebnb.com,Tundra Rose Guest Cottages
540-377-2197,http://www.sugartreeinn.com/,http://theinnkeeper.com/listing/sugar-tree-inn/, Jeff and Becky Chanter,13,"Highway 56, Steeles Tavern, VA 24476",innkeeper@sugartreeinn.com,Sugar Tree Inn
410 820-7290,http://www.bishopshouse.com,http://theinnkeeper.com/listing/bishops-house-bed-breakfast/, Diane Laird-Ippolito & John Ippolito,5,"214 Goldsborough Street, Easton, PA 21601",bishopshouse@bishopshouse.com,Bishop's House Bed & Breakfast
802-375-2269,http://www.hillfarminn.com/,http://theinnkeeper.com/listing/hill-farm-inn/, Lisa and Al,15,"458 Hill Farm Road, Arlington, VT 05250",stay@hillfarminn.com,Hill Farm Inn
719-685-1277,http://www.avenuehotelbandb.com,http://theinnkeeper.com/listing/avenue-hotel-bed-and-breakfast/, Gwenn David,9,"711 Manitou Avenue, Colorado Springs, CO 80829",info@avenuehotelbandb.com,Avenue Hotel Bed and Breakfast
269.857.1587,http://www.beechwoodmanorinn.com,http://theinnkeeper.com/listing/beechwood-manor-inn-cottage/, Gregg Smith & Sal Sapienza,3,"736 Pleasant St., Saugatuck, MI 49453",beechwoodmanor@comcast.net,Beechwood Manor Inn & Cottage
(802) 496-3979,http://www.waitsfieldinn.com,http://theinnkeeper.com/listing/the-waitsfield-inn/, Vickie and Jon Walluck,14,"Rte. 100, Box 969, Waitsfield, VT 05673",lodging@waitsfieldinn.com,The Waitsfield Inn
250.655.0600,http://www.3eagles.info,http://theinnkeeper.com/listing/three-eagles-bed-breakfast/, Marnie and Graham Scholes,3,"11435 Hawthorne Pl., Sidney, BC V8L 5J7",Marn@3eagles.info,Three Eagles Bed & Breakfast
902-423-9346,http://www.waverleyinn.com,http://theinnkeeper.com/listing/halifaxs-waverley-inn/, Abe Leventhal,34,"1266 Barrington Street, Halifax, NS B3J 1Y5",welcome@waverleyinn.com,Halifax's Waverley Inn
802.434.2283,http://www.skisleepyhollow.com,http://theinnkeeper.com/listing/sleepy-hollow-inn-ski-and-bike-center/," Eli Enman, Molly Peters",8,"1805 Sherman Hollow Rd, Huntington, VT 05462",info@skisleepyhollow.com,"Sleepy Hollow Inn, Ski and Bike Center"
(970) 668-3224,http://www.friscoinnongalena.com,http://theinnkeeper.com/listing/galena-street-mountain-inn/, Steve Sutter,15,"106 Galena Street, Frisco, CO 80443",info@friscoinnongalena.com,Frisco Inn on Galena
617.314.8900,http://www.charlesstreetinn.com/,http://theinnkeeper.com/listing/the-charles-street-inn/, Sally Deane & Louise Venden,9,"94 Charles Street, Boston, MA 02114",sally@charlesstreetinn.com,The Charles Street Inn
215 922 2446,http://www.morrishousehotel.com,http://theinnkeeper.com/listing/morris-house-hotel/, Gabriela Buresova,15,"225 S. 8th Street, Philadelphia, PA 19106",gabriela@morrishousehotel.com,Morris House Hotel
843-723-2841,http://zerowaterstreet.com/,http://theinnkeeper.com/listing/zero-water-street-bb/, Betty and Gene Geer,3,"31 East Battery, Charleston, SC 29401",reservations@zerowaterstreet.com,Zero Water Street B&B
802-748-5666,http://www.stjay.com,http://theinnkeeper.com/listing/fairbanks-inn/, Kelly Goslant,45,"401 Western Avenue, Saint Johnsbury, VT 05819",fairbanksinn@aol.com,Fairbanks Inn
514-425-1810,http://www.aubordleau.com,http://theinnkeeper.com/listing/au-bord-de-leau-chalet-waterfront/, Linda Lemieux & Serge Ouimet,2,"134 Chemin Duhamel, MontrÃ©al, QC J7V4C8",admin@aubordleau.com,Au bord de l'eau Chalet Waterfront
843-556-0500,http://www.21eastbattery.com,http://theinnkeeper.com/listing/21-east-battery-bed-and-breakfast/, Mindy Crawford,3,"21 East Battery, Charleston, SC 29401",info@21eastbattery.com,21 East Battery Bed and Breakfast
920-743-4200,http://www.innatcedarcrossing.com,http://theinnkeeper.com/listing/inn-at-cedar-crossing/, Steve and Kelly Hellmann,9,"336 Louisiana Street, Sturgeon Bay, WI 54235",innkeeper@innatcedarcrossing.com,Inn at Cedar Crossing
812-824-2628,http://www.fourwindsresort.com?source=innkeeper,http://theinnkeeper.com/listing/fourwinds-resort-marina/, Jeffery D. Hammond,123,"9301 S. Fairfax Rd., Bloomington, IN 47401",mbanks@fourwindsresort.com,Fourwinds Resort & Marina
(513) 9323266,http://hardysproperties.com,http://theinnkeeper.com/listing/hardys-bed-and-breakfast-suites/, Al and Phyllis Hardy,8,"212 Wright Avenue, Lebanon, OH 45036",info@hardysproperties.com,Hardy's Bed and Breakfast Suites
(707) 585-7777,http://www.thegablesinn.com,http://theinnkeeper.com/listing/the-gables-wine-country-inn/, Innkeepers,,"4257 Petaluma Hill Road, Santa Rosa, CA 95404",innkeeper@thegablesinn.com,The Gables Wine Country Inn
1-831-633-5550,http://www.captainsinn.com,http://theinnkeeper.com/listing/captains-inn-at-moss-landing/, ,10,"8122 Moss Landing Road, Monterey, CA 95039",res@captainsinn.com,Captain's Inn at Moss Landing
508-228-0530,http://www.centuryhouse.com,http://theinnkeeper.com/listing/century-house-since-1833/, Gerry & Jean Connick,14,"10 Cliff Rd, Nantucket, MA 25540",centurybnb@aol.com,Century House â€“ Since 1833
207.596.6661,http://www.tradewindsmaine.com/,http://theinnkeeper.com/listing/trade-winds-motor-inn/, Staff,,"2 Park Drive, Rockland, ME 04841",info@tradewindsmaine.com,Trade Winds Inn
631 283-4375,http://www.themainstay.com,http://theinnkeeper.com/listing/the-mainstay/, Elizabeth Main,5,"579 Hill Street, Southampton, NY 11968",elizabeth@themainstay.com,The Mainstay
540-778-2115,http://whitefencebandb.com/,http://theinnkeeper.com/listing/white-fence-bed-and-breakfast/, Mary Mitchell Balderson,4,"275 Chapel Road, Stanley, VA 22851",info@whitefencebandb.com,White Fence Bed and Breakfast
843.770.0303  cell 843. 575. 0303,http://www.beaulieuhouse.com,http://theinnkeeper.com/listing/beaulieu-house-at-cat-island/, Diann Corsaro,8,"3 Sheffield Court, Beaufort, SC 29907",BeaulieuBB@aol.com,Beaulieu House at Cat Island
808.338.1625,http://waimea-plantation.com/,http://theinnkeeper.com/listing/waimea-plantation-cottages/, Innkeeper,12,"9400 Kaumualii Hwy., Waimea, HI 96796",services@waimeaplantation.com,Waimea Plantation Cottages
509.662.8365,http://www.warmspringsinn.com,http://theinnkeeper.com/listing/warm-springs-inn-bed-and-breakfast/, Jim and Kathy Welsh,6,"1611 Love Lane, Wenatchee, WA 98801",warmsi@warmspringsinn.com,Warm Springs Inn Bed and Breakfast
315-867-2197,http://www.bellingerrose.com,http://theinnkeeper.com/listing/bellinger-rose-bed-breakfast/, Chris & Leon Frost,4,"611 W. German St, Herkimer, NY 13350",bellingerrose@hotmail.com,Bellinger Rose Bed & Breakfast
(843) 720-2070,http://www.governorshouse.com,http://theinnkeeper.com/listing/governors-house-inn/, Mary Kitrell,11,"117 Broad Street, Charleston, SC 29401",governorshouse@aol.com,Governor's House Inn
250-380-7705,http://www.ambrosiavictoria.com,http://theinnkeeper.com/listing/ambrosia-historic-bed-breakfast/, Bob & Dawna,4,"522 Quadra Street, Victoria, BC V8V 3S3",stay@ambrosiavictoria.com,Ambrosia Historic Bed & Breakfast
207-288-3044,http://www.graycoteinn.com,http://theinnkeeper.com/listing/graycote-inn/, Roger & Pat Samuel,12,"40 Holland Avenue, Bar Harbor, ME 04609",innkeepers@graycoteinn.com,Graycote Inn
804-966-9836,http://www.jasmineplantation.com,http://theinnkeeper.com/listing/the-jasmine-plantation-bed-breakfast/, Donald and Eileen Smith,7,"4500 N. Courthouse Road, Providence Forge, VA 23140",innkeeper@jasmineplantation.com,The Jasmine Plantation Bed & Breakfast
604 932 0688,http://www.edgewater-lodge.com,http://theinnkeeper.com/listing/edgewater-lodge/, Jay Symons,12,"8030 Alpine Way, Whistler,  V0N 1B0",jays@edgewater-lodge.com,Edgewater Lodge
281-674-3324,http://www.theinnkeeper.com/bnb/10555,http://theinnkeeper.com/listing/penunuri-home/, Frank or Susan Penunuri,6,"Leandro Valle 520, Salvatierra, Guanajuato,",drmagicpenunuri@yahoo.com,Penunuri Home
603-447-2120,http://www.innatcrystallake.com,http://theinnkeeper.com/listing/inn-at-crystal-lake/, Bobby & Tim,12,"2356 Eaton Road, Eaton Center, NH 03832",Bobby@innatcrystallake.com,Inn at Crystal Lake & Palmer House Pub
740-599-6107,http://www.whiteoakinn.com,http://theinnkeeper.com/listing/white-oak-inn/, Yvonne & Ian Martin,12,"29683 Walhonding Rd, Danville, OH 43014",info@whiteoakinn.com,White Oak Inn
912-634-2800,http://www.beachbedandbreakfast.com,http://theinnkeeper.com/listing/beach-bed-and-breakfast/, Joe McDonough,3,"907 Beachview Dr., Saint Simons Island, GA 31522",Melanie@beachbedandbreakfast.com,Beach Bed and Breakfast
520 366-1300,http://www.bedandbirds.com,http://theinnkeeper.com/listing/casa-de-san-pedro-bb/, Karl & Patrick,10,"8933 S Yell Lane, Hereford, AZ 85615",info@bedandbirds.com,Casa de San Pedro B&B
905-374-8515,http://www.bedhamhall.com,http://theinnkeeper.com/listing/bedham-hall-bed-breakfast/, Heather Matte,5,"4835 River Road, , ON L2E3G4",reservations@bedhamhall.com,Bedham Hall Bed & Breakfast
828 298-1115,http://www.ashevillebbinn.com,http://theinnkeeper.com/listing/sleepy-hollow-b-b/, Clayton & Danrae Babbitt,7,"132 Old Jim's Branch Rd., Swannanoa, NC 28778",sleepyhollowweddings@gmail.com,Sleepy Hollow B & B
603-756-2855,http://www.innatvalleyfarms.com,http://theinnkeeper.com/listing/inn-at-valley-farms-bb-cottages-and-farmhouse/, Jacqueline Caserta,6,"633 Wentworth Road, Walpole, NH 03608",info@innatvalleyfarms.com,"Inn at Valley Farms B&B, Cottages and Farmhouse"
802-375-6516,http://www.WestMountainInn.com,http://theinnkeeper.com/listing/arlingtons-west-mountain-inn/, Innkeeper,18,"144 West Mountain Inn Road, Arlington, VT 05250",info@westmountaininn.com,Arlington's West Mountain Inn
250 384 9844,http://marketas.com,http://theinnkeeper.com/listing/marketas-bb/, Marketa,7,"239 Superior St., Victoria, BC V8V 1T4",info@marketas.com,Marketa's B&B
864-833-3881,http://www.bushriverfarm.com,http://theinnkeeper.com/listing/the-farmhouse-at-bush-river/, Janet and Greg Henley,3,"3111 Hwy. 56 South, Clinton, SC 29325",bshrvrfarm@aol.com,The Farmhouse at Bush River
(808) 967-7112,http://volcanoteapot.com/,http://theinnkeeper.com/listing/volcano-teapot-cottage/, William & Antoinette Bullough,2,"19-4041 Kilauea Road, Volcano, HI 96785",cottage@volcanoteapot.com,Volcano Teapot Cottage
540-731-4970,http://www.nesselrod.com,http://theinnkeeper.com/listing/nesselrod-on-the-new/, Tanya,4,"7535 Lee Highway, Radford, VA 24143",innkeeper@nesselrod.com,Nesselrod on the New
604.254.2229,http://www.aberdeenmansion.com,http://theinnkeeper.com/listing/aberdeen-mansion/, Penny Engleman,5,"1110 Victoria Drive, Vancouver, BC V5K 3A3",info@aberdeenmansion.com,Aberdeen Mansion
1-613-382-2165,http://www.gananoqueinn.com,http://theinnkeeper.com/listing/the-gananoque-inn/, Noni and John Keilty,53,"550 Stone St. South, Gananoque, ON K7G2A8",noni@gananoqueinn.com,The Gananoque Inn
802-247-5463,http://www.lilacinn.com,http://theinnkeeper.com/listing/lilac-inn/, Shelly and Doug Sawyer,9,"53 Park Street, Brandon, VT 05733",innkeeper@lilacinn.com,Lilac Inn
415-663-8727,http://www.olemadruidshall.com,http://theinnkeeper.com/listing/olema-druids-hall-cottage/, Victoria,4,"9870 Shoreline Hwy One, Olema, CA 94950",info@olemadruidshall.com,Olema Druids Hall & Cottage
903-583-2779,http://www.carletonhouse.com,http://theinnkeeper.com/listing/carleton-house-bed-breakfast/, Karen  & Steve Halbrook,4,"803 N. Main, Bonham, TX 75418",info@carletonhouse.com,Carleton House Bed & Breakfast
864-909-1575,http://www.theredhorseinn.com/,http://theinnkeeper.com/listing/the-red-horse-inn/, Mary Wolters,12,"45 Winstons Chase Court, Landrum, SC 29356",info@theredhorseinn.com,The Red Horse Inn
802-253-7730,http://www.gablesinn.com/,http://theinnkeeper.com/listing/the-gables-inn/, Randy Stern,18,"1457 Mountain Road, Stowe, VT 05672",inngables@aol.com,The Gables Inn
906-847-3885,http://www.cloghaun.com/,http://theinnkeeper.com/listing/cloghaun/, ,11,"7504 Market St, Mackinac Island, MI 49757",innkeeper@cloghaun.com,Cloghaun Bed and Breakfast
508-888-9115,http://www.isaiahjones.com,http://theinnkeeper.com/listing/isaiah-jones-homestead/, Jan & Doug Klapper,7,"165 Main Street, Sandwich, MA 02563",info@isaiahjones.com,Isaiah Jones Homestead
207-627-6975,http://www.pleasantlakehouse.com,http://theinnkeeper.com/listing/pleasant-lake-house-bed-and-breakfast/, Roger and Katherine Lothrop,5,"1024 Meadow Road, Casco, ME 04015",pleasantlakehouse@mac.com,Pleasant Lake House Bed and Breakfast
504-524-0154,http://www.fairchildhouse.com,http://theinnkeeper.com/listing/fairchild-house-bed-and-breakfast/, Beatriz Aprigliano-Ziegler,20,"1518 Prytania St, New Orleans, LA 70130",info@fairchildhouse.com,Fairchild House Bed and Breakfast
504 522-5014,http://www.frenchquarterhotelgroup.com/hotel-st-helene.html,http://theinnkeeper.com/listing/hotel-ste-helene/, Robert Oesterle & Frederick Lawson,26,"508 Rue Chartres, New Orleans, LA 70130",stehelene@aol.com,Hotel Ste. Helene
989-366-6347,http://www.springbrookinn.com/,http://theinnkeeper.com/listing/springbrook-inn/, Matt & Kathy Grover,8,"565 W. West Branch Road, Houghton Lake, MI 48651",info@springbrookinn.com,Springbrook Inn
828 898-6223,http://www.bannerelkinn.com/,http://theinnkeeper.com/listing/the-banner-elk-inn-bb-cottages-cabins/, Beverly Lait Innkeeper & Owner,10,"407 Main Street East, Banner Elk, NC 28604", info@bannerelkinn.com,"The Banner Elk Inn, B&B, Cottages & Cabins"
360-221-5331,http://www.eaglesnestinn.com,http://theinnkeeper.com/listing/eagles-nest-inn-bb/, Joanne & Jerry Lechner,4,"3236 E. Saratoga Rd., Langley, WA 98260",eaglnest@whidbey.com,Eagles Nest Inn B&B
808 967 7986,http://www.haleohia.com/,http://theinnkeeper.com/listing/hale-ohia-cottages/, Michael Tuttle,8,"PO Box 758, Volcano Village, HI 96785",reservations@haleohia.com,Hale Ohia Cottages
1-207-853-0989,http://www.kilbyhouseinn.com/,http://theinnkeeper.com/listing/kilby-house-inn-bb/, Innkeeper,5,"122 Water Street, Eastport, ME 04631",info@kilbyhouseinn.com,Kilby House Inn B&B
1-502-348-5551,http://www.jailersinn.com/,http://theinnkeeper.com/listing/jailers-inn-bed-breakfast/, Paul McCoy,6,"111 W Stephen Foster Ave, Bardstown, KY 40004",cpaul@jailersinn.com,Jailer's Inn Bed & Breakfast
631-754-1730,http://www.theinnkeeper.com/bnb/9476,http://theinnkeeper.com/listing/centerport-harbor-bed-breakfast/, Jim & Jean Vavrina,1,"129 Centershore Road, Centerport, NY 11721",centerport.hrbr.bnb@lycos.com,Centerport Harbor Bed & Breakfast
(423)772-9494,http://www.mountainharbour.net,http://theinnkeeper.com/listing/mountain-harbour-bed-and-breakfast-and-hostel/, Terry and Mary Hill,3,"9151 Highway 19 E, Roan Mountain, TN 37687",welcome@mountainharbour.net,Mountain Harbour Bed and Breakfast and  Hostel
